Gene,GFPneg #1,GFPneg #2,GFPneg #3,GFPhigh #1,GFPhigh #2,GFPhigh #3
Elfn1,5.621392881,5.549801847,5.563217898,8.251016272,8.226989072,8.090572731
Gata6,6.677948613,6.669413832,6.303506711,9.251116435,9.118033327,9.106900238
Qpct,5.915997073,5.88404195,6.592213755,8.660628132,8.299157594,9.244056842
Spon1,5.285563197,4.985768786,4.78572743,7.839736624,7.642424603,7.367018669
Leprel1,5.433844061,5.737010473,5.609277305,8.133788239,8.178325099,8.254829328
Ldhb,5.162177653,5.782987431,5.6425407,8.309097852,8.18556047,7.878035032
Liph,6.386238923,6.892994546,6.023968662,9.092359786,9.080744657,8.907646969
Wwc2,6.204534082,6.275939377,5.892435222,8.833168228,8.739052192,8.571027261
Fzd7,4.751534955,5.320510197,5.032516192,7.566765517,7.580794756,7.722701991
Irx1,5.882537547,6.694853168,6.214240758,8.973843107,9.076233063,8.500624547
Nsun7,4.162514345,3.775309725,4.082189316,7.199064532,6.677746947,5.896221368
Acss2,6.355622126,6.86500353,6.715966553,9.369287533,9.175998015,9.115514446
Epsti1,6.351024084,5.825792136,5.695681867,8.557166193,8.639818463,8.389895597
Itgb6,4.968361985,4.543087506,4.246614895,7.502498614,6.693999036,7.254115067
Slc2a3,4.558349197,4.162048747,4.469137972,7.326881139,6.820890061,6.731909497
Ifi44,7.108573613,7.280466177,7.559321088,9.807897138,9.750889707,10.07530141
Lrp4,6.392258145,5.883838565,6.382708745,8.81129011,8.922344002,8.594030025
Prdm16,6.076808086,5.913671532,5.827903677,8.534802494,8.707202227,8.239105579
Tspan33,5.568740578,5.899943339,5.581063542,8.130479088,8.450472517,8.110427838
Slc45a3,4.942052342,4.529313775,5.033007531,7.476757092,7.500820616,7.152576445
Selenbp2,6.127039931,6.157675344,6.236325174,8.614922979,9.054259837,8.470773057
Shh,4.945532521,4.839160691,5.160129435,7.756914361,7.23468979,7.51039059
Ctgf,6.045810068,5.76353974,5.683139083,8.404969774,8.555466258,8.052874645
Ptgs2os2,4.056743533,4.369603707,4.260080769,6.996738432,6.396334167,6.797822634
Cdk6,4.239112258,2.685964669,4.639245749,6.19090643,6.433671361,6.435148081
Gpc4,4.47521174,4.41415972,4.47521174,7.001288505,6.943851415,6.910517048
Sftpa1,5.58181097,6.530807428,5.623170186,7.802705344,8.028280779,9.375367082
Lgals3,6.131853927,5.432523453,5.576604787,8.556822144,7.778582678,8.262654164
Aldh2,6.560818882,5.964704266,5.859224482,8.319025703,8.694898732,8.802063638
Vdr,5.055681507,5.663842158,6.068175386,8.150887523,8.045997914,8.000912717
Atp11a,9.641186612,9.661255579,9.717593393,12.18681011,12.23680969,12.0039349
Fam129a,5.163856051,5.166821092,4.968156144,7.41994942,7.50370181,7.770760403
Gm9926,4.582460653,4.247007399,4.485430758,7.5040752,6.25342552,6.951781374
Cracr2a,6.220228778,5.499035417,6.071197093,8.933583623,8.387056278,7.85797982
Copz2,5.465833181,5.649065323,6.181015927,8.30173362,8.086734961,8.294570942
Plscr2,3.634001508,3.53853654,3.498506778,6.301732983,5.701468504,6.043914394
Notch2,7.584030383,7.70425011,7.480335531,10.09816272,10.01483362,10.02201898
Fgfbp1,4.722332143,4.67651326,4.264744492,6.866368851,7.148011906,6.998137612
Cftr,4.094465376,4.35548713,4.210280348,7.017150524,6.219342958,6.763951218
5430416O09Rik,4.968725445,4.969405419,4.883556,7.442048566,7.550756633,7.157239907
Fam179a,6.161068578,5.669743494,5.681095501,8.352533998,8.497261637,7.980065049
Dlc1,5.514898171,5.63931105,5.295474571,7.905130628,7.78971865,8.072666337
Ccdc125,5.037518279,5.020137049,4.935125968,7.612712888,7.502107184,7.193107208
Sdc1,6.401980095,6.235046586,6.177125348,8.424336088,8.726033637,8.971230982
B3gnt3,5.4006677,5.371921359,5.788545103,7.672649373,7.793644323,8.376812008
Antxr2,3.381595937,3.884111516,3.774840611,6.244637815,5.865770597,6.20152218
Slc16a2,5.962092841,5.314129661,6.084581221,8.21374771,8.28336066,8.117164807
Il34,5.106702003,4.782970615,5.013372959,7.609114301,7.083163674,7.460019519
Rgmb,5.338766897,5.387931606,5.6070141,8.091016392,7.745188496,7.736030736
8430408G22Rik,8.189573757,8.889192336,7.780341056,10.53439471,10.74071373,10.81450739
Lypd2,6.307770944,5.465475421,6.031149217,8.696336574,8.215184126,8.110162692
Itga1,5.272621999,4.883904258,5.011962557,7.385512183,7.326116058,7.674081093
Dcxr,6.481735683,6.60460178,6.288689638,9.014235012,8.866603712,8.659582479
Fn1,9.012842748,10.02199444,9.033109629,11.57615132,11.54488538,12.10264332
Il33,4.592989116,4.795435387,4.786254643,7.465826487,6.848009967,7.010104559
Dclk1,4.680899623,4.583481114,5.303554653,7.57879255,6.829546078,7.308783361
Sema3a,4.570965838,4.639329597,4.817086514,7.155619483,7.228350828,6.791480445
Sorbs3,7.110276034,7.887781685,7.303321493,9.580175032,10.04924049,9.81811692
Phf11d,5.092819404,5.710343684,5.398109648,7.960795038,7.68136465,7.696612615
Ptplad2,4.116983211,3.426885271,4.512576576,6.829974077,5.933811871,6.421231086
Alas1,8.657954469,8.522187202,8.381132787,11.07011504,10.96957509,10.62602899
Me1,8.299411638,8.54525089,8.111426618,10.56411854,10.74562316,10.74631225
Cytip,4.652601138,4.136727578,4.519525816,6.924576063,6.904657514,6.57691875
Trim16,5.090494885,4.781051259,4.853043666,7.50415024,7.169832438,7.142976389
Ccrl2,6.245837247,5.474686756,6.083490987,8.550467112,8.053806728,8.282700162
Gpr39,4.445319206,4.538722807,5.378474366,7.373595476,7.158806605,6.907962682
Dapk1,8.837566759,9.036243991,8.782023834,11.20551158,11.34033285,11.17987029
Ppargc1a,4.993075198,5.609964436,6.043168679,8.094875099,7.525278301,8.088733505
LOC100503923,4.154625711,4.238734981,4.051309507,6.245719929,6.420019713,6.840023363
Gata2,4.814910973,4.678147197,4.744135999,7.246684464,7.05512086,6.990413638
Cxcl10,7.318127625,7.202639341,6.821170074,10.65195565,8.853582946,8.889406952
Shroom4,4.401319332,4.363985724,4.235997916,7.204358932,6.370654772,6.437055481
Paqr8,5.224888961,5.105994355,4.895288748,7.607121731,7.344046707,7.280372917
Tmem98,5.710713759,6.018150243,6.65364294,8.496169431,8.387744733,8.503664941
Lrp1,6.7289033,5.850697686,6.840963652,8.858638673,8.808495689,8.726270755
Tcn2,6.508202846,6.926808797,6.775253274,8.941492349,9.071300689,9.169828601
Trip6,5.991296271,5.927541732,5.909836974,8.361790953,8.415350135,7.999751537
Cd14,6.202394268,5.55923567,5.680111418,8.232367,7.714754957,8.442536367
Ctsc,7.374625612,7.50568279,7.084254432,9.663192694,9.608228499,9.63842034
Scgb1c1,5.012593675,4.595510334,4.369709086,7.067382176,6.660643669,7.184166715
Clec2d,4.99206311,5.641730412,5.16122574,8.021731253,7.314676003,7.389277008
Rhod,5.856277305,5.504068692,5.532212511,8.20851556,7.779002758,7.831454341
Rasl11b,6.063832301,5.361347186,5.525432516,8.147836528,7.96570228,7.757746076
Itpr3,6.392146211,6.714023742,6.774712808,8.988579444,9.019031929,8.793316735
Gsap,6.61950256,6.585778487,6.839828565,9.184524948,9.12951079,8.646068849
Nod1,5.953036954,5.850569556,6.073532822,8.33123478,8.273085535,8.163113201
Slc38a4,5.772640047,5.634804736,4.935461097,7.862157489,7.926184547,7.444029624
Fat2,5.39522275,5.705145009,5.64239601,8.026227885,7.784531584,7.818537642
Asah2,6.651676384,7.065220396,6.585061697,9.265625267,8.983465805,8.922393972
Serpinb9,5.827060096,6.330799746,6.237462716,8.344947375,8.315626756,8.595578682
Traf1,6.825460752,6.623562217,6.542914641,8.948767218,9.019103846,8.871398349
Trim30d,3.760065547,3.767614587,3.711970815,6.090563755,5.752766204,6.231617633
Slc10a5,3.497975453,2.886072096,3.785625031,5.619316988,5.45860442,5.899124304
Asap3,6.354429256,6.381617359,6.540607638,8.659419689,8.980302574,8.438559778
Aldh3a1,4.913573142,4.489839278,4.39326671,6.810350417,6.893933425,6.890079766
1700084C01Rik,4.828318989,4.578648161,4.327035733,6.514678859,7.066192214,6.937234254
A530020G20Rik,4.787912587,5.316169037,4.496281387,7.035467571,7.537913485,6.803693305
Napsa,6.142336783,5.117258049,5.553746224,7.890109708,7.823635064,7.876260229
LOC100041877,4.110848528,4.40903999,4.535803223,6.739954109,6.536716651,6.550115771
Irak2,6.135353675,6.448704531,6.049887682,8.484425095,8.598881129,8.313190992
Ppp2r2b,5.1997181,5.36703044,5.798035959,8.132012913,7.518444508,7.468397098
Agrn,6.904754189,6.839634639,7.224112281,9.35466663,9.469199412,8.875671288
Stard8,5.103745758,5.081558029,5.204820011,7.554485763,7.3537719,7.209641757
Mlph,6.688525788,7.763093909,6.968614407,9.36772132,9.399760746,9.362255934
Rhov,6.404218553,6.241391025,6.26823457,8.546754462,8.506884035,8.562189828
Tmie,5.835176273,5.733606625,5.814340336,8.106587283,8.030937193,7.934101525
Gprc5a,9.386546336,9.925001759,8.971064538,11.77582055,11.76457735,11.41058111
Cd44,7.877486269,8.38974519,7.649013638,10.19658355,10.11822078,10.25876487
Mgat3,7.143167817,7.601684278,7.033735498,9.453351961,9.470554744,9.501233728
Dock1,5.836514424,6.621036623,5.996161594,8.308577443,8.412822036,8.3560226
Trim12a,5.393601829,5.200150177,5.516002773,7.482304255,7.727191022,7.516615006
2310007B03Rik,4.226071334,4.763371339,5.163252377,7.36514951,6.742317142,6.661312766
Cyp3a13,3.06165466,3.492956829,3.638985248,6.234349235,5.196952899,5.375714632
Icam1,8.202324626,8.460105898,8.241341487,10.83672842,10.40810533,10.26950117
Epha2,8.215312555,7.994128462,7.400799845,10.3807519,10.06144097,9.774016382
Bst2,6.651882846,6.77809994,6.918889449,8.883209234,9.010923165,9.031408957
Gbp2,4.558464885,4.306193395,5.286452789,7.257052843,6.631583731,6.830499127
Plagl1,5.332929065,5.192127588,5.220139355,7.457907502,7.366997517,7.474564462
Kcnj13,5.033639788,5.174123982,4.883070578,7.52772424,6.809814847,7.297606896
Lpp,7.208931575,7.767488103,7.542022276,9.712394391,9.940777275,9.40166831
Isg15,6.651979988,6.70339967,6.564913278,9.043696637,8.869683154,8.536115076
Dpyd,5.377052379,5.165958164,6.0292438,7.942324586,7.687019734,7.467109132
Gm15998,5.969607067,6.125294664,5.880331229,8.347028834,8.328771415,7.805284439
Ppp1r36,4.7917246,4.657541082,4.70628367,7.255084552,6.522393655,6.877368832
Npr3,4.91129987,5.033357341,4.582141901,6.991233649,6.921683104,7.111676394
Gstm2,7.233780571,7.307014307,6.853625384,9.49688637,9.113567034,9.281503717
Lrrc26,5.83461755,5.643688537,6.010466929,7.95264824,8.147746766,7.884264374
Sec14l2,5.531443223,5.542297222,5.599991243,7.674559898,7.913235441,7.572861553
Mfsd7c,4.896783337,4.749773947,4.983452113,7.452387281,7.045898879,6.61262212
Fhod1,5.813665634,6.087518553,6.040781268,8.05222497,8.484137832,7.884740685
Pla2g1b,4.777025191,4.298291549,5.065780956,7.247027164,6.662306439,6.707456784
Stk10,5.602660853,5.846318166,6.14920366,8.068058866,8.07020053,7.908000951
D8Ertd82e,6.753710822,6.634917427,7.753068653,9.238537325,9.211703172,9.135787933
Tmem140,4.560636551,5.097633543,4.741444148,6.951363872,6.92588665,6.960281204
Gpr133,4.667168529,4.376002287,4.892653775,7.457353997,6.291776291,6.609309502
D230025D16Rik,8.046304764,8.175280131,7.974469293,10.17044349,10.36409749,10.08361065
Mecom,4.799403521,4.701428089,4.902745271,7.007483819,7.199174166,6.601161725
Il1r1,5.625748876,5.655641732,5.288090746,7.695421623,7.49082426,7.78584433
Gm10258,3.702934151,3.200628143,3.283771662,5.871200529,5.6858981,5.023662777
Gprin3,6.416049271,6.047003626,6.161399926,8.544948755,8.257028288,8.199137888
Tnip3,4.599824523,4.545261786,4.368286798,6.320022766,6.595473513,6.973319989
Gm12474,6.084897927,5.815326149,5.482578495,8.26829405,8.080133453,7.391752079
Klk14,4.570179538,4.545111827,4.328942396,7.02173952,6.247072831,6.528735041
Tm4sf1,3.586958581,3.333537394,4.153781488,6.036639245,5.077621161,6.301834018
Nrp2,5.624723124,5.791747343,6.461601708,8.197620642,8.264921428,7.751213317
Fat3,4.589849098,4.6003781,5.268910784,7.093730741,6.753672842,6.932409972
Tmprss2,7.176643208,7.312615737,6.620088534,9.310752346,9.120396057,8.989004533
Tnfsf10,5.273346566,5.152686557,4.752332067,7.271971837,6.900452694,7.314858581
Smagp,6.816720357,7.194922627,6.70154793,9.078966953,9.208695918,8.717221432
Nfia,7.224181933,6.683918964,7.8519094,9.338774301,9.427672961,9.283922976
Vamp8,7.374534174,7.521783476,6.991820743,9.410926847,9.513162763,9.251541646
Htra1,5.21780153,4.712151066,4.855195341,6.924645252,6.872281031,7.259454024
Rhbdf2,6.394837603,6.378375658,6.428494259,8.70274729,8.397897712,8.358676081
Bcl9l,6.654313185,6.915025406,6.907872764,8.830306328,9.190462346,8.713603648
Ppp1r3b,6.757069763,7.203882236,6.157772179,8.459681856,8.753339352,9.159500512
Ctse,5.663139437,6.419526245,5.470845346,8.360765735,7.346904924,8.098137199
Arhgap44,6.957734427,7.2313356,6.81028487,9.188395148,9.321777027,8.738165038
Klf15,5.182039994,4.736303481,5.529372992,7.077434391,7.626317961,6.980103205
Epas1,8.567721851,9.32648588,8.434534446,10.54769779,10.86230429,11.15478173
Col4a5,4.670116378,5.20060772,4.662888938,7.025279445,6.997628725,6.723779181
Ptrf,5.590179998,4.931060259,5.568117668,7.581496008,7.606905043,7.097418031
Hspa1b,7.955286712,8.513408913,7.124221482,9.872172098,10.33942744,9.570794483
Slc16a11,5.244847064,4.858646879,5.204021969,7.497781252,7.193413622,6.804893258
Sult1a1,5.59257851,4.900301505,5.710080215,7.325451623,7.629736886,7.432076575
Gm10417,3.976312565,3.994923182,3.859107891,6.254217018,6.264276623,5.492503545
H2-Eb1,6.691970276,6.750138004,6.485333493,8.81983181,9.059951651,8.225790282
Boc,5.285489344,5.673999056,7.493573129,8.20227106,8.11055416,8.314233301
Pon2,6.515914299,6.487427026,5.99957025,8.344387734,8.512380594,8.317480087
Bcl6,7.131214895,7.824453911,7.289411603,9.266794095,9.443888723,9.703497448
Msrb3,5.318351741,5.254486975,5.197955841,7.111637918,7.585405235,7.24128161
Il6,3.957346629,3.483645756,3.914550884,6.765246129,5.357613706,5.395187708
Bnipl,5.820478977,5.696373274,5.75660339,8.037850527,7.75014869,7.639582748
Pdpn,6.577597597,6.290867702,6.63107045,8.674353749,8.503548533,8.473478835
Bgn,5.978485065,5.959412744,5.890858155,7.693703041,7.970517087,8.313672196
Bgn,5.978485065,5.959412744,5.890858155,7.693703041,7.970517087,8.313672196
Rdh10,6.580182772,7.029459056,6.598358617,8.893201991,8.63918148,8.821509854
Rassf3,7.238931275,7.235457989,6.920194901,9.175329573,9.226005446,9.132803254
Rgma,6.243837703,5.976216242,6.742099681,8.369977853,8.508036894,8.218490172
Edar,5.013231046,4.798422087,4.966988932,7.334858655,6.821369173,6.74737081
Gm5431,5.784214432,6.539159316,5.91186223,8.134942766,7.965561645,8.255075037
Slc25a45,5.568561465,5.815656264,5.770914793,7.682010062,7.701712527,7.89167628
P2ry1,4.369908326,4.550140935,4.390010447,6.531788581,6.318733671,6.573433534
Fgf1,6.353308116,6.355447718,6.325885609,8.533763413,8.349422484,8.261091269
Pdlim1,6.159128989,5.906552924,5.773837146,8.159386667,7.725676227,8.063522787
Afap1l1,5.234409541,5.042715686,5.124795562,7.607979099,6.946394802,6.95490103
Slc12a7,6.882230308,6.686116795,6.866355083,8.833404496,8.928443115,8.770191932
Chil1,5.209023556,5.125414043,5.006916722,6.685980558,6.649657116,8.102064405
Gss,6.413459991,6.336357576,6.358034827,8.531717155,8.396155022,8.272212328
Gm10115,4.282175569,3.750199943,5.630641833,6.600428828,6.889976615,6.264747515
Bmpr1b,3.711426122,3.495038503,3.833203222,6.194643028,5.25164098,5.674354474
Akap2,5.10644022,5.113749525,5.512680088,7.341859676,7.387859289,7.076917695
Pvrl3,6.480036036,6.926135166,7.027846604,8.963184981,8.74898128,8.790275469
E330011O21Rik,3.88334021,3.690763099,3.669595396,5.680756696,5.986085008,5.644145222
Prdm5,5.441159244,4.938582192,4.947739204,7.350714543,7.250147876,6.785591777
Rhbdf1,6.961556405,7.304686052,6.830822645,9.132652318,9.338466696,8.669288203
5430435G22Rik,4.402420706,4.384226672,4.077245476,6.455841726,5.762023033,6.675583184
AW011738,5.88026911,5.841527208,5.973865543,8.152200404,8.007928368,7.55342211
Cd36,5.720312373,4.38855437,5.102840393,6.945548356,6.553594071,7.726852006
Tst,6.94952735,6.90352943,6.964370092,9.14830009,8.845261765,8.831525163
1700040L02Rik,7.08887294,6.638114566,6.174573163,8.912593004,8.456400936,8.538606121
Il1rl2,4.458966608,4.71082645,4.266776676,6.649369789,6.324031984,6.454618452
Pmp22,6.076846613,6.131007583,8.02426418,8.794635355,8.606079113,8.788630562
Irx3,8.731808053,8.645266634,8.230095309,10.60855299,10.38631451,10.56514101
Smad6,5.688888784,6.216283339,6.031154808,7.944807209,8.078812435,7.85937689
Pxmp2,5.441553343,5.537599096,5.466351349,7.908835165,7.250499823,7.231649277
Sema6a,5.120890837,4.914985978,6.709548378,7.487321577,7.564754302,7.610747186
Casp1,4.050161711,3.82777622,3.870170346,5.914070436,5.417847811,6.316003032
H6pd,6.803825912,7.067732611,6.811629928,8.641433886,8.985903663,8.939225638
Erbb3,9.034526345,9.37692418,8.523782857,10.93403521,10.98250018,10.89657473
Fxyd3,6.477394742,6.435959692,6.170963865,8.403298674,8.109642561,8.44885763
Aspa,4.507016985,4.139190116,3.989318091,6.401735402,6.116888022,5.993778115
Rgcc,2.358217276,2.676046389,2.275182761,4.039443525,4.579357013,4.558454
Rgcc,2.358217276,2.676046389,2.275182761,4.039443525,4.579357013,4.558454
Gm4951,4.312095973,4.60158326,4.432805583,6.287884029,6.935068165,5.990629238
Yap1,6.025838209,6.132462278,6.438381065,8.236191537,8.251457057,7.975516167
Podxl,7.47848815,8.493816888,7.904621257,9.741178786,10.10532658,9.890514745
4930556M19Rik,4.900478064,4.48414609,4.838632616,7.060242878,6.588175812,6.433997615
Hsd17b11,7.29358118,7.435490028,7.19630743,9.319834235,9.271905457,9.191576139
Rab20,5.575721665,5.4777811,5.28420496,7.537216744,7.187252105,7.45918871
Slco1a5,4.205572322,4.106799723,4.553041381,6.488861987,5.908339224,6.310730734
Prdx6,6.10934883,6.457209052,6.451047711,8.233804284,8.600659962,8.023659043
Tlr3,6.292391154,6.77419233,6.250275785,8.448923489,8.133317826,8.569398684
Mrc2,5.842039056,5.33574945,5.884447341,7.829999748,7.630938466,7.4249387
Smim3,4.881682992,5.363878434,4.768948446,7.119546491,6.896537572,6.805696226
Arhgap31,7.369903942,7.965947513,7.443866654,9.539396499,9.52281417,9.522609702
P4ha2,7.149761395,7.399265011,7.059806799,9.267857636,9.115015285,9.030273567
Meig1,3.495864942,3.509730833,3.642887783,5.916930897,5.70143084,4.822708007
Por,9.191973529,9.834195465,9.060236298,11.21128352,11.44212009,11.21953561
Trpm3,4.396929806,4.313393219,4.488907444,6.682409624,6.469134779,5.828655446
Cyp2d22,5.480270104,5.173348245,4.867265662,7.306237774,6.800087842,7.190266377
Vegfa,10.0586278,9.974334048,10.03524936,12.01062058,12.04916248,11.77503099
Hnmt,5.991454709,6.398723609,5.365048831,7.841348709,7.579813919,8.095746378
Cgnl1,6.771153783,6.877227879,6.501881269,8.668467036,8.500993768,8.740053242
Wbp1l,7.537362475,8.026008063,7.903849641,9.57949604,9.966953899,9.67900202
Ltf,4.053053767,4.589237492,3.746221003,5.266852529,5.918280694,6.960830287
Sphk1,5.598382903,5.385077242,5.40430765,7.490125701,7.604588563,7.04361506
Nynrin,5.641727052,5.7912299,5.396038899,7.556288684,7.366499523,7.646922364
Rbms2,7.233027557,7.466930514,7.306702484,9.265982703,9.202070722,9.278321028
Rmdn2,5.4029468,5.646525707,5.394060144,7.430993193,7.277896782,7.467791337
Vsig2,7.935253409,8.881113847,7.4368117,10.16029021,9.828884671,9.985458449
Taok3,7.76715065,7.875260362,7.605203692,9.820443691,9.61680267,9.508889175
Mir101c,3.75045775,3.679060146,3.814201826,5.926916829,5.761199801,5.252333032
Ptk7,5.859174847,5.752010502,6.346534111,7.908443094,7.833207072,7.911676254
Plcb3,7.268788844,7.331839288,7.32052579,9.192696249,9.341041811,9.081714976
AI464131,5.159703399,4.661119461,5.167650849,6.878621363,6.768450556,7.032742924
Ttc23,3.992864403,4.081965106,3.932236831,5.975344022,5.83190845,5.887120432
