p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.00145386915564	0.0110346576102	GO:0008277	b	5	regulation of G protein-coupled receptor signaling pathway	333; 801; 805; 1113; 2771; 6622; 6855; 9455; 29978	CALM2; CALM1; UBQLN2; CHGA; SYP; SNCA; APLP1; HOMER2; GNAI2	146	146
0.00146462469268	0.0110346576102	GO:0006906	b	5	vesicle fusion	811; 3799; 5864; 6616; 8417; 9066; 10814	SNAP25; CALR; STX7; SYT7; CPLX2; RAB3A; KIF5B	92	92
0.0014991028876	0.0110346576102	GO:0006995	b	5	cellular response to nitrogen starvation	11337; 11345; 84557	MAP1LC3A; GABARAPL2; GABARAP	13	13
0.0014991028876	0.0110346576102	GO:0043562	b	5	cellular response to nitrogen levels	11337; 11345; 84557	MAP1LC3A; GABARAPL2; GABARAP	13	13
0.0015019951375	0.0110346576102	GO:1990778	b	5	protein localization to cell periphery	403; 975; 3799; 3875; 5621; 5864; 5865; 6616; 6844; 8417; 8766; 9528; 10959; 54997	SNAP25; VAMP2; TMED2; CD81; ARL3; PRNP; STX7; TESC; RAB11A; RAB3B; RAB3A; TMEM59; KIF5B; KRT18	305	305
0.00154338520793	0.0100390836002	GO:0044271	b	4	cellular nitrogen compound biosynthetic process	87; 226; 230; 383; 669; 796; 811; 862; 975; 1153; 1329; 1644; 1655; 1915; 1938; 1974; 1977; 1984; 2023; 2274; 429; 2643; 2762; 468; 2987; 3029; 3190; 3215; 3281; 3309; 3312; 3326; 3400; 56853; 3488; 3642; 3727; 3921; 4072; 4212; 4504; 4701; 4738; 4830; 4946; 5122; 5300; 5435; 5436; 5499; 5570; 5573; 5621; 5757; 5813; 5860; 5901; 6141; 6166; 6171; 6230; 55859; 6622; 6634; 6659; 6726; 7001; 7314; 7316; 7323; 7341; 7378; 7494; 7555; 8721; 9045; 9049; 9324; 22980; 10049; 10140; 10209; 10289; 10573; 10574; 10971; 11007; 11142; 11156; 11332; 51079; 51142; 51372; 78986; 84275; 55052; 57117; 8562; 84337; 54997; 55502; 23741; 23764; 56895; 9524; 123099; 25824; 25874; 25994; 27335; 100134934; 3170; 64207; 163732	MPC2; HSPA5; SUMO1; HSPA8; SRP9; MEIS2; DUSP26; EIF3K; RAN; PRNP; HSP90AB1; ELOF1; PTP4A3; NDUFA13; PCSK1; IRF2BPL; RPL14; GUK1; ACOT7; RPL18; SNRPD3; NME1; PTMA; PKIG; PKIB; DDX5; FOXA2; UBB; UBC; HMGN3; MRPL20; CELF4; UBE2D3; SLC25A33; TEN1; EIF5A; CHCHD2; DENR; CCT7; MRPL28; GMDS; MAFF; EID1; HOXB5; POLR2G; POLR2F; IGFBP5; DDC; ARG1; GCH1; INSM1; SNCA; HES6; EIF4A2; CIRBP; CNBP; RPL36AL; RPL41; NEDD8; INTS12; BPGM; CD81; EIF4E; DNAJB6; TECR; FHL2; HNRNPK; EEF1A1; TCF25; CITED4; NDUFA7; RPS25; QDPR; ASCL1; ACTN1; JUND; ENO1; PRKAR1A; DEGS2; RPSA; ID4; AGPAT4; CCDC85B; TMA7; COX5B; EIF1; PRDX5; PRDX2; RUNX1T1; PIN1; TESC; SOX4; XBP1; EIF1B; TOB1; HAGH; MT3; YWHAQ; HIGD1A; HSBP1; EDF1; BEX1; CALCA; ALDOA; EPCAM; ALDOC; UPP1; PPP1CA; CALR; OAZ1; PURA; AIP; ATF4; EEF2	4906	4885
0.00155894918462	0.0100481361081	GO:0023056	b	4	positive regulation of signaling	537; 638; 801; 805; 811; 975; 1113; 1655; 2280; 429; 2771; 3326; 3488; 3799; 4504; 4803; 5037; 5270; 5300; 5499; 5621; 5660; 5865; 5950; 6009; 6616; 6622; 6659; 6844; 7001; 7077; 7314; 7316; 7320; 7494; 9066; 9378; 10140; 10900; 10912; 10971; 11156; 29937; 375704; 222068; 51330; 25874; 27020; 29978	NGF; YWHAQ; MPC2; TIMP2; CHGA; NENF; PRDX2; RUNDC3A; PIN1; GADD45G; GNAI2; SERPINE2; XBP1; PEBP1; TMED4; CALM2; BIK; CALM1; CD81; MT3; UBC; ATP6AP1; PRNP; HSP90AB1; SOX4; PTP4A3; ENHO; SNCA; ASCL1; RBP4; RAB3B; IGFBP5; TOB1; NPTN; SNAP25; VAMP2; PPP1CA; CALR; UBE2B; PSAP; NRXN1; SYT7; DDX5; TNFRSF12A; UBQLN2; UBB; FKBP1A; RHEB; KIF5B	1748	1745
0.0015600160371	0.00768865046856	GO:0007154	b	2	cell communication	291; 333; 383; 403; 526; 529; 533; 537; 638; 665; 781; 796; 805; 811; 928; 975; 1072; 1113; 1114; 1312; 1363; 1452; 1655; 1977; 2023; 2274; 2280; 2288; 429; 2664; 2762; 2771; 2778; 2783; 468; 3190; 3301; 3309; 3312; 3326; 3382; 56853; 3488; 3799; 3856; 3875; 4043; 4062; 4072; 4189; 4504; 4803; 801; 5037; 5122; 5228; 5270; 5300; 5435; 5436; 5499; 5573; 5621; 5660; 5862; 5864; 5865; 5870; 5901; 5909; 5950; 6009; 6335; 6447; 6616; 6622; 6659; 6844; 6855; 7001; 7077; 7276; 7314; 7316; 7320; 7323; 7341; 7345; 7378; 7416; 7494; 7763; 7857; 7873; 8395; 8766; 8775; 9049; 9066; 9114; 9296; 9324; 9378; 9455; 9550; 9987; 10092; 10099; 10103; 10140; 10273; 10439; 10563; 10814; 10900; 10912; 10971; 11142; 11156; 11337; 11345; 51079; 55081; 78986; 84275; 29937; 375704; 222068; 50861; 51330; 51382; 84557; 347733; 415116; 55450; 55502; 23787; 155066; 27445; 25874; 25994; 27020; 27075; 92737; 3170; 29978	MPC2; TIMP2; HSPA5; SUMO1; SCG5; HSPA8; CPE; FKBP4; ZFAND5; APLP1; DUSP26; TSPAN13; PEBP1; CALM2; CALM1; RAN; ATP6AP1; GADD45G; HSP90AB1; MANF; NDUFA13; ATP6V0D1; PCSK1; IFT57; FOXA2; SLC25A4; TSPAN3; TSPAN1; RBP4; CXCL13; CACNA2D1; SNAP25; DNAJA1; HNRNPDL; MTCH1; KIF5B; PKIG; NRXN1; SYT7; DDX5; SYP; UBB; UBC; ATP6V1D; NGF; ATP6V1F; HMGN3; STMN3; CELF4; RAB6A; SLC25A33; TNFRSF12A; SERPINE2; TTR; RAB11A; GMDS; PCLO; MAP1LC3A; FKBP1A; ARPC5; POLR2G; POLR2F; IGFBP5; EIF4E; GDI1; TUBB2B; NPTN; CSNK1A1; GNAS; ARG1; UBE2B; PSAP; STUB1; ATP6V1G1; SNCA; HES6; KRT18; CFL1; LRPAP1; PRNP; SCG2; UBE2D3; OLFM1; VDAC1; KRT8; GNAI2; CD9; DNAJB9; TMED4; CD81; FHL2; HNRNPK; DNER; CHGB; ATP6V0B; NENF; BNIP3L; NAPA; GABARAP; ASCL1; COMT; LY6H; ENO1; PRKAR1A; RUNDC3A; UCHL1; PIP5K1B; ENHO; ATP6V1E1; RHEB; CHGA; ARL3; PTP4A3; PRDX2; SCN9A; RAB2A; PIN1; SOX4; XBP1; PGF; TOB1; BIK; GABARAPL2; UBQLN2; MT3; YWHAQ; HIGD1A; ICA1; ATP6V1B2; HOMER2; PIM3; CPLX2; RAB3B; RAB3A; CALCA; EPCAM; GNB2; ATP6V0E2; RAP1GAP; UPP1; VAMP2; PPP1CA; CALR; AIP; ATF4; CAMK2N1	6554	6538
0.00156097617135	0.0113170772423	GO:0044257	b	5	cellular protein catabolic process	665; 975; 1452; 1522; 3001; 3309; 3326; 4189; 4738; 5094; 6048; 6992; 7267; 7314; 7316; 7320; 7323; 7341; 7345; 7494; 10273; 10952; 11345; 79016; 51529; 29978	HSPA5; SUMO1; UBE2D3; XBP1; NEDD8; DNAJB9; GABARAPL2; STUB1; UCHL1; ANAPC11; HSP90AB1; PCBP2; BNIP3L; TTC3; PPP1R11; CTSZ; SEC61B; GZMA; CSNK1A1; UBE2B; CD81; UBQLN2; UBB; UBC; RNF5; DDA1	759	757
0.00160058366677	0.0114169060306	GO:0014075	b	5	response to amine	383; 801; 805; 3746; 4830	ARG1; CALM2; KCNC1; NME1; CALM1	47	47
0.00161618633465	0.0114169060306	GO:0048699	b	5	generation of neurons	403; 811; 1072; 1522; 1977; 2288; 429; 2664; 468; 3309; 3326; 3400; 3642; 4131; 4504; 4803; 4830; 5270; 5300; 5864; 5909; 6009; 6616; 6659; 6692; 7077; 7314; 7345; 7494; 7873; 8766; 8775; 9378; 10381; 10439; 50861; 51330; 347733; 55502; 23787; 27020; 92737; 3170	NGF; CFL1; HSPA5; ARL3; DNER; FKBP4; OLFM1; PIN1; TNFRSF12A; SERPINE2; TIMP2; RAB11A; SPINT1; NPTN; RAP1GAP; MT3; STMN3; HSP90AB1; SOX4; MANF; XBP1; MAP1B; NAPA; ASCL1; TUBB3; CTSZ; RAB3A; EIF4E; GDI1; UCHL1; TUBB2B; SNAP25; NME1; MTCH1; ID4; NRXN1; INSM1; FOXA2; UBB; ATF4; RHEB; CALR; HES6	1483	1480
0.00166275085775	0.0106206338572	GO:0031667	b	4	response to nutrient levels	383; 1312; 1327; 1938; 429; 2771; 468; 3309; 3312; 4504; 7378; 7494; 11337; 11345; 29937; 84918; 84557; 25994; 3170	LRP11; UPP1; HSPA8; HSPA5; GABARAPL2; ARG1; ASCL1; NENF; COMT; GABARAP; HIGD1A; COX4I1; FOXA2; MT3; MAP1LC3A; ATF4; GNAI2; EEF2; XBP1	488	488
0.0016799225028	0.010634509415	GO:0007167	b	4	enzyme linked receptor protein signaling pathway	526; 529; 533; 537; 1655; 2280; 2771; 3309; 3326; 3488; 4504; 4803; 5228; 5300; 5435; 5436; 6622; 7314; 7316; 7323; 7763; 9114; 9296; 9550; 10092; 10140; 10273; 11156; 375704; 51382; 155066; 27020	ATP6V1D; NGF; ATP6V1F; HSPA5; UBE2D3; ZFAND5; PIN1; GNAI2; PGF; TOB1; STUB1; MT3; ATP6AP1; HSP90AB1; PTP4A3; ATP6V0D1; ATP6V0B; ATP6V1G1; SNCA; ARPC5; POLR2G; POLR2F; IGFBP5; NPTN; FKBP1A; ATP6V1B2; ENHO; ATP6V1E1; DDX5; UBB; UBC; ATP6V0E2	1009	1008
0.00171398628548	0.0107541263399	GO:0060627	b	4	regulation of vesicle-mediated transport	537; 801; 805; 811; 2771; 3190; 3799; 4043; 5864; 5865; 6622; 6844; 6855; 8766; 8775; 9066; 10103; 10814; 27445; 29978	CPLX2; VAMP2; CALM2; NAPA; CALM1; LRPAP1; CALR; ATP6AP1; SYT7; RAB11A; UBQLN2; TSPAN1; HNRNPK; PCLO; RAB3B; RAB3A; SNCA; SYP; GNAI2; KIF5B	529	527
0.00173421451562	0.0100636993861	GO:0044093	b	3	positive regulation of molecular function	781; 796; 805; 975; 2280; 2643; 2664; 2771; 2778; 3268; 3301; 3326; 3746; 3799; 4504; 4803; 801; 4830; 5300; 5570; 5573; 5621; 5660; 5864; 5901; 5909; 55859; 6622; 7001; 7077; 7314; 7316; 7341; 8721; 8775; 10049; 10273; 10563; 10598; 10912; 11345; 51079; 55081; 375704; 54997; 23787; 57515; 140735; 25994	STUB1; NGF; KCNC1; DYNLL2; SUMO1; HIGD1A; IFT57; PRDX2; PIN1; GNAI2; TIMP2; CACNA2D1; CALM2; RAP1GAP; CALM1; CD81; MT3; UBC; PRNP; DNAJB6; GADD45G; HSP90AB1; AHSA1; NAPA; NDUFA13; EDF1; BEX1; SERINC1; SNCA; PRKAR1A; RAB3A; CXCL13; GDI1; DNAJA1; NME1; MTCH1; GNAS; KIF5B; GCH1; PSAP; PKIB; TESC; RAN; GABARAPL2; UBB; FKBP1A; CALCA; AGFG2; ENHO	1755	1754
0.00176809603051	0.0101071758162	GO:0048518	b	3	positive regulation of biological process	87; 383; 537; 638; 665; 781; 796; 805; 811; 975; 1072; 1113; 1153; 1295; 1312; 1452; 1522; 1655; 1938; 1977; 1984; 2023; 2274; 2280; 429; 2643; 2664; 2771; 2778; 468; 3001; 3190; 3215; 3301; 3309; 3326; 3400; 56853; 3488; 3642; 3727; 3746; 3799; 4043; 4072; 4131; 4212; 4504; 4803; 801; 4830; 4946; 5037; 5228; 5270; 5300; 5435; 5436; 5479; 5499; 5570; 5573; 5621; 5660; 5813; 5864; 5865; 5901; 5950; 6009; 55859; 6616; 6622; 6659; 6692; 6820; 6844; 7001; 7077; 7314; 7316; 7320; 7323; 7341; 7494; 7555; 7857; 8417; 8721; 8766; 9049; 9066; 9324; 9378; 9528; 10092; 10103; 10140; 10273; 10439; 10563; 10574; 10900; 10912; 10959; 10971; 11156; 51079; 51142; 340146; 55081; 78986; 84275; 84299; 29937; 375704; 222068; 83715; 51330; 51529; 84337; 347733; 54997; 55450; 23764; 23787; 140823; 25874; 25994; 27020; 388125; 3170; 29978; 64207; 163732; 81873	MPC2; TIMP2; HSPA5; SUMO1; SCG2; CCT7; DUSP26; PEBP1; SPINT1; CALM2; ESPN; CALM1; RAN; ATP6AP1; PRNP; HSP90AB1; ELOF1; PTP4A3; TMEM59; IFT57; IRF2BPL; CTSZ; TSPAN1; RBP4; CXCL13; CACNA2D1; SNAP25; DNAJA1; NME1; MTCH1; KIF5B; PKIB; SYT7; DDX5; FOXA2; UBB; UBC; ENHO; NGF; HMGN3; CELF4; UBE2D3; NRXN1; SLC25A33; TNFRSF12A; SERPINE2; EIF5A; CHCHD2; MEIS2; RAB11A; MAFF; MAP1B; ROMO1; FKBP1A; ARPC5; HOXB5; POLR2G; POLR2F; IGFBP5; EIF4E; GDI1; TUBB2B; NPTN; GZMA; GNAS; ARG1; UBE2B; PSAP; INSM1; STUB1; SULT2B1; SNCA; C2CD4B; CFL1; LRPAP1; CIRBP; CNBP; OLFM1; GADD45G; GNAI2; TMED4; TMED2; CD81; FHL2; HNRNPK; CITED4; BNIP3L; NDUFA13; ASCL1; COMT; JUND; ENO1; PRKAR1A; CSNK1A1; ID4; ARPC5L; STX7; SLC35D3; RHEB; PPIB; GCH1; KCNC1; CHGA; NENF; PRDX2; RUNDC3A; PIN1; TESC; MIEN1; SOX4; XBP1; PGF; TOB1; BIK; UBQLN2; MT3; YWHAQ; HIGD1A; EDF1; COL8A1; BEX1; RAB3B; RAB3A; CALCA; EPCAM; ANAPC11; ACTN1; VAMP2; PPP1CA; CALR; OAZ1; PURA; AIP; ATF4; CAMK2N1; EEF2	6051	6034
0.00179172687648	0.0111432838195	GO:0022008	b	4	neurogenesis	403; 811; 928; 1072; 1522; 1938; 1977; 2288; 429; 2664; 468; 3309; 3326; 3400; 3642; 4131; 4504; 4803; 4830; 5270; 5300; 5864; 5909; 6009; 6616; 6659; 6692; 7077; 7314; 7345; 7494; 7873; 8766; 8775; 9378; 10381; 10439; 50861; 51330; 347733; 55502; 23787; 27020; 92737; 3170	NGF; CFL1; HSPA5; ARL3; DNER; FKBP4; OLFM1; PIN1; TNFRSF12A; CD9; SERPINE2; TIMP2; RAB11A; SPINT1; NPTN; RAP1GAP; MT3; STMN3; HSP90AB1; SOX4; MANF; XBP1; MAP1B; NAPA; ASCL1; TUBB3; CTSZ; RAB3A; EIF4E; GDI1; UCHL1; TUBB2B; SNAP25; NME1; MTCH1; ID4; NRXN1; INSM1; FOXA2; HES6; UBB; ATF4; RHEB; CALR; EEF2	1580	1577
0.00185889346864	0.0128043923051	GO:0006901	b	5	vesicle coating	1522; 8775; 10959; 10972; 122553; 51693	TRAPPC2L; TMED2; TRAPPC6B; CTSZ; NAPA; TMED10	71	71
0.00186015191412	0.0104770321045	GO:0007018	b	3	microtubule-based movement	403; 3312; 3799; 3831; 4131; 5813; 5870; 7314; 7345; 55081; 146279; 83658; 140735	MAP1B; IFT57; DYNLL2; ARL3; HSPA8; TEKT5; RAB6A; PURA; UBB; KLC1; DYNLRB1; UCHL1; KIF5B	278	278
0.00187343396995	0.011550127693	GO:0046364	b	4	monosaccharide biosynthetic process	226; 230; 2023; 468; 4190; 4191; 5950	ENO1; RBP4; MDH2; MDH1; ALDOA; ATF4; ALDOC	96	96
0.00188231538424	0.0128043923051	GO:0036295	b	5	cellular response to increased oxygen levels	537; 9114; 9550	ATP6V0D1; ATP6AP1; ATP6V1G1	14	14
0.00188231538424	0.0128043923051	GO:0019646	b	5	aerobic electron transport chain	1327; 1329; 1337	COX4I1; COX6A1; COX5B	14	14
0.00195582708847	0.010856257607	GO:0022411	b	3	cellular component disassembly	665; 1072; 1452; 1471; 1984; 3312; 3799; 3831; 4131; 5499; 7077; 7416; 8775; 10573; 11337; 11345; 55052; 50861; 8562; 84557	MRPL20; MAP1B; BNIP3L; CSNK1A1; STMN3; PPP1CA; DENR; KIF5B; HSPA8; TIMP2; MRPL28; GABARAP; GABARAPL2; CFL1; KLC1; MAP1LC3A; CST3; VDAC1; NAPA; EIF5A	533	533
0.00199032736622	0.0094712129841	GO:0019725	b	2	cellular homeostasis	226; 537; 781; 796; 805; 811; 1152; 2280; 468; 3799; 4504; 4738; 801; 4830; 5621; 6622; 6659; 7001; 7494; 9114; 9324; 9550; 10563; 51218; 415116; 155066; 25824; 25874; 27020; 3170	HMGN3; CKB; PRNP; PRDX5; PRDX2; MPC2; SOX4; XBP1; NEDD8; CALM2; CALM1; MT3; ATP6AP1; GLRX5; ATP6V0D1; PIM3; FKBP1A; CALCA; ALDOA; NPTN; CXCL13; CACNA2D1; NME1; CALR; FOXA2; ATP6V1G1; SNCA; ATF4; ATP6V0E2; KIF5B	935	935
0.00202006302694	0.0135738381444	GO:0010498	b	5	proteasomal protein catabolic process	1452; 3309; 3326; 4189; 5094; 6048; 7314; 7316; 7320; 7323; 7341; 7345; 10273; 10952; 11345; 79016; 51529; 29978	DNAJB9; CSNK1A1; HSPA5; GABARAPL2; SUMO1; SEC61B; UBE2B; ANAPC11; UBE2D3; HSP90AB1; STUB1; UBQLN2; PCBP2; UBB; UBC; RNF5; UCHL1; DDA1	461	459
0.0020277901465	0.012393993223	GO:0031323	b	4	regulation of cellular metabolic process	87; 526; 529; 533; 537; 665; 796; 801; 805; 811; 862; 975; 1153; 1312; 1347; 1452; 1471; 1522; 1655; 1915; 1938; 1974; 1977; 1984; 2023; 2274; 2280; 429; 2643; 2771; 468; 3001; 3190; 3215; 3281; 3301; 3309; 3312; 3326; 3400; 56853; 3488; 3642; 3727; 4043; 4072; 4212; 4504; 4738; 4803; 4946; 5037; 5228; 5270; 5300; 5436; 5479; 5499; 5570; 5573; 5621; 5660; 5813; 5901; 6009; 6048; 55859; 6432; 6622; 6659; 6692; 6726; 6992; 7001; 7077; 7314; 7316; 7320; 7323; 7341; 7345; 7416; 7494; 7555; 8721; 9049; 9114; 9324; 9528; 9550; 56271; 22980; 10049; 10140; 10209; 10273; 10289; 10574; 10912; 10971; 10972; 11007; 11142; 11156; 11345; 51079; 51142; 55081; 78986; 79016; 84275; 29937; 89777; 50859; 51382; 84337; 84681; 60673; 54997; 55450; 55502; 55847; 23741; 23764; 23787; 155066; 140823; 25824; 25994; 27020; 27335; 100134934; 3170; 29978; 26135; 64207; 163732	TIMP2; HSPA5; SUMO1; HSPA8; SRP9; CCT7; DUSP26; TMED10; PEBP1; SPINT1; CALM2; CALM1; RAN; ATP6AP1; GADD45G; HSP90AB1; ELOF1; PTP4A3; CIRBP; ATP6V0D1; IFT57; IRF2BPL; EID1; CTSZ; CCDC85B; NPTN; DNAJA1; MTCH1; PKIG; SERBP1; PKIB; DDX5; FOXA2; UBB; UBC; RNF5; ATP6V1D; NGF; HMGN3; CELF4; UBE2D3; CISD1; SLC25A33; TEN1; SERPINE2; EIF5A; CHCHD2; SRSF7; ROMO1; MEIS2; MAFF; SERPINB12; FKBP1A; HOXB5; PPP1R11; POLR2G; EIF3K; IGFBP5; EIF4E; COX7A2; GZMA; UBE2B; PSAP; INSM1; STUB1; ATP6V1G1; SNCA; DDA1; EIF4A2; LRPAP1; PRNP; CNBP; VDAC1; GNAI2; HINT2; NEDD8; CD81; DNAJB6; FHL2; HNRNPK; EIF1; CST3; CITED4; ATP6V0B; BNIP3L; NDUFA13; ASCL1; COMT; JUND; ENO1; PRKAR1A; TCF25; UCHL1; CSNK1A1; ID4; ATP6V1E1; TMEM59; RHEB; PPIB; GCH1; ATG101; EEF1A1; PRDX5; NENF; PRDX2; RUNX1T1; PIN1; TESC; SOX4; XBP1; PGF; TOB1; GABARAPL2; UBQLN2; MT3; YWHAQ; HIGD1A; ATP6V1B2; HSBP1; EDF1; EIF1B; BEX4; BEX1; SPOCK3; CALCA; EPCAM; ATP6V0E2; ACTN1; PPP1CA; CALR; OAZ1; PURA; HES6; AIP; ATF4; CAMK2N1; EEF2	6130	6106
0.00207504163125	0.0125743975774	GO:1901617	b	4	organic hydroxy compound biosynthetic process	1644; 1727; 2222; 2224; 2643; 3642; 5860; 5901; 6307; 6622; 7555; 10654	MSMO1; FDPS; CYB5R3; RAN; QDPR; GCH1; PMVK; INSM1; CNBP; SNCA; DDC; FDFT1	248	248
0.00223417690764	0.0148317045315	GO:0090174	b	5	organelle membrane fusion	811; 3799; 5864; 6616; 8417; 9066; 10814	SNAP25; CALR; STX7; SYT7; CPLX2; RAB3A; KIF5B	99	99
0.00231011790801	0.0137150814644	GO:0048168	b	4	regulation of neuronal synaptic plasticity	5864; 6622; 6855; 8766; 27020	RAB11A; SYP; NPTN; RAB3A; SNCA	51	51
0.00231413126568	0.0137150814644	GO:0048265	b	4	response to pain	796; 1312; 2643; 6335	CALCA; GCH1; COMT; SCN9A	31	31
0.00232131139031	0.0127008894641	GO:0009415	b	3	response to water	928; 3856; 84918	LRP11; KRT8; CD9	15	15
0.00232131139031	0.0137150814644	GO:0060347	b	4	heart trabecula formation	2274; 2280; 5950	FHL2; RBP4; FKBP1A	15	15
0.00232131139031	0.0151456649366	GO:0032988	b	5	ribonucleoprotein complex disassembly	3799; 3831; 8562	KLC1; KIF5B; DENR	15	15
0.00233644558913	0.0151456649366	GO:0032386	b	5	regulation of intracellular transport	665; 801; 805; 2664; 3799; 4131; 4946; 5621; 5864; 6844; 6855; 7323; 8775; 9066; 10814; 11142; 340146	MAP1B; VAMP2; CALM2; NAPA; CALM1; KIF5B; PKIG; PRNP; UBE2D3; OAZ1; CPLX2; SYP; RAB3A; SLC35D3; BNIP3L; GDI1; SYT7	429	428
0.00238145730415	0.0128464527815	GO:0044283	b	3	small molecule biosynthetic process	226; 230; 669; 1036; 1727; 2023; 2222; 2224; 2643; 468; 2987; 4190; 4191; 4830; 5860; 5901; 5950; 6307; 6622; 7378; 7494; 7555; 10654; 11332; 9524	MSMO1; CYB5R3; BPGM; CDO1; CNBP; MDH2; MDH1; XBP1; RAN; TECR; FDFT1; QDPR; ENO1; RBP4; ATF4; ALDOA; ACOT7; ALDOC; FDPS; UPP1; NME1; GCH1; PMVK; SNCA; GUK1	742	740
0.00241896478968	0.0111272380325	GO:0044238	b	2	primary metabolic process	87; 226; 230; 383; 526; 537; 665; 669; 796; 805; 811; 862; 975; 1036; 1072; 1114; 1152; 1153; 1312; 1327; 1329; 1337; 1347; 1363; 1452; 1471; 1522; 1644; 1655; 1727; 1915; 1938; 1974; 1977; 1984; 1996; 2023; 2222; 2224; 2274; 2280; 2286; 2288; 429; 2762; 2771; 2778; 468; 2987; 3001; 3190; 3215; 3281; 3301; 3309; 3312; 3326; 3400; 56853; 3488; 3642; 3727; 3921; 4072; 4189; 4190; 4191; 4212; 4504; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 4738; 4803; 801; 4830; 4946; 5037; 5094; 5122; 5228; 5270; 5300; 5435; 5436; 5479; 5499; 5570; 5573; 5621; 5660; 5757; 5813; 5860; 5862; 5864; 5865; 5870; 5876; 5901; 5950; 6048; 6100; 6141; 6166; 6171; 6185; 6230; 6307; 55859; 6432; 6447; 6622; 6634; 6638; 6659; 6692; 6726; 6820; 6992; 7001; 7077; 7267; 7276; 7307; 7314; 7316; 7320; 7323; 7341; 7345; 7378; 7450; 7494; 7555; 7857; 8395; 8721; 8766; 9045; 9049; 9324; 9528; 9789; 22980; 10049; 10140; 10209; 10273; 10289; 10573; 10574; 10654; 10912; 10952; 10971; 10972; 11007; 11142; 11156; 11168; 11332; 11345; 57117; 51079; 51142; 51218; 89777; 55081; 51372; 78986; 79016; 51734; 84275; 29937; 55052; 7991; 375704; 50859; 8562; 56271; 51529; 84337; 84681; 85437; 51573; 415116; 54997; 55272; 55450; 55502; 23524; 23741; 23764; 23787; 56649; 84572; 56895; 9524; 57515; 123099; 90701; 25824; 25874; 25994; 27020; 92737; 27335; 100134934; 29106; 3170; 29906; 29978; 26135; 64207; 163732	RPN2; MPC2; TIMP2; HSPA5; CKB; NDUFB7; GLRX5; SCG5; HSPA8; SCG3; CDO1; SRP9; CCT7; FKBP4; FKBP2; DUSP26; TMED10; PEBP1; SPINT1; CALM2; NDUFB9; CALM1; RAN; RPL18; NDUFB8; ATP6AP1; PRNP; HSP90AB1; SUMO1; EID1; PTP4A3; TMEM59; IMP3; HMGN3; PCSK1; IFT57; MSRB1; MTCH1; IRF2BPL; CPE; RPL14; CTSZ; GUK1; CCDC85B; ACOT7; NPTN; COX6A1; FDPS; DNAJA1; SNRPD3; NME1; PTMA; CNBP; PKIG; SERBP1; UPP1; PKIB; DDX5; FOXA2; UBB; FKBP1A; RNF5; ENHO; ELAVL4; NGF; CYB5R3; MRPL20; CELF4; SERINC1; RAB6A; SLC25A33; TEN1; SERPINE2; EIF5A; CHCHD2; SRSF7; U2AF1; TTR; MEIS2; RAB11A; GMDS; PCBP2; HINT2; MAFF; FDFT1; NDUFV3; SERPINB12; TTC3; UBC; HOXB5; PPP1R11; POLR2G; POLR2F; IGFBP5; DDC; COX7A2; DNER; PSIP1; GZMA; GNAS; ARG1; ST8SIA5; UBE2B; PSAP; INSM1; NDUFB4; STUB1; SULT2B1; SNCA; VWF; DDA1; EIF4A2; MSMO1; RAB3A; CIRBP; GDE1; SCG2; RBP4; EIF4E; RPL36AL; GADD45G; GNAI2; RPL41; NEDD8; INTS12; DNAJB9; BPGM; CD81; DNAJB6; TECR; FHL2; MRPL28; HNRNPK; EIF1; CST3; PRDX5; CITED4; NDUFA6; NDUFA7; RPS25; BNIP3L; SPCS2; QDPR; ASCL1; COMT; PRDX2; ENO1; COX4I1; PRKAR1A; TCF25; UCHL1; CSNK1A1; DEGS2; ZCRB1; RPSA; TUSC3; PIP5K1B; ID4; AGPAT4; UBE2D3; PPIB; TMA7; COX5B; EEF1A1; CHGB; NENF; JUND; RAB2A; RUNX1T1; MDH2; MDH1; PIN1; TESC; SOX4; XBP1; PGF; TOB1; GABARAPL2; UBQLN2; MT3; YWHAQ; HIGD1A; ATP6V1B2; HSBP1; EDF1; EIF1B; BEX4; PIM3; BEX1; GNPTG; RP9; SPOCK3; TMPRSS4; SNRPN; RAB3B; CFL1; CALCA; ALDOA; EPCAM; ALDOC; SEC61B; ANAPC11; NDUFA13; SEC11C; ACTN1; PPP1CA; EIF3K; CALR; SRRM2; PMVK; OAZ1; RABGGTB; PURA; HES6; DENR; AIP; ATF4; CAMK2N1; EEF2; ELOF1	10663	10624
0.00245981147485	0.0130102009745	GO:0048199	b	3	vesicle targeting, to, from or within Golgi	1522; 8775; 10959; 10972; 122553; 51693	TRAPPC2L; TMED2; TRAPPC6B; CTSZ; NAPA; TMED10	75	75
