archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
SCLC-P,GO REGULATION OF ACTIN FILAMENT LENGTH,0.0071194,0.17943,0.17664,1,1
SCLC-P,GO LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL,0.0174,0.22572,0.1756,1,1
SCLC-P,GO CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,0.0068665,0.2254,0.17521,1,1
SCLC-P,GO IMMUNE RESPONSE REGULATING SIGNALING PATHWAY,0.0049293,0.16719,0.17475,1,1
SCLC-P,GO REGULATION OF LIPID KINASE ACTIVITY,0.016296,0.20251,0.17414,1,1
SCLC-P,GO PHOSPHATIDYLINOSITOL METABOLIC PROCESS,0.0013889,0.19374,0.17354,1,1
SCLC-P,GO MRNA CIS SPLICING VIA SPLICEOSOME,0.0129,0.18087,0.17288,1,1
SCLC-P,GO GOLGI RIBBON FORMATION,0.0138,0.20586,0.1721,1,1
SCLC-P,GO POSITIVE REGULATION OF CELL CYCLE PHASE TRANSITION,0.0019312,0.20415,0.17154,1,1
SCLC-P,GO NEGATIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS,0.015767,0.2231,0.1715,1,1
SCLC-P,GO RNA CATABOLIC PROCESS,0.0032392,0.17521,0.1714,1,1
SCLC-P,GO RNA PHOSPHODIESTER BOND HYDROLYSIS,0.0020943,0.13583,0.16964,1,1
SCLC-P,GO OXIDATIVE DEMETHYLATION,0.0027694,0.16265,0.16961,1,1
SCLC-P,GO NEGATIVE T CELL SELECTION,0.01247,0.25634,0.16856,1,1
SCLC-P,GO ALCOHOL METABOLIC PROCESS,0.011255,0.18192,0.1683,1,1
SCLC-P,GO MRNA TRANSCRIPTION,0.027983,0.18331,0.1681,1,1
SCLC-P,GO EMBRYONIC CRANIAL SKELETON MORPHOGENESIS,0.025507,0.20675,0.16794,1,1
SCLC-P,GO NUCLEOBASE METABOLIC PROCESS,0.01918,0.13917,0.16614,1,1
SCLC-P,GO RAC PROTEIN SIGNAL TRANSDUCTION,0.027136,0.18215,0.16502,1,1
SCLC-P,GO TERMINATION OF RNA POLYMERASE II TRANSCRIPTION,0.0016396,0.1495,0.16484,1,1
SCLC-P,GO NEGATIVE REGULATION OF CELL CYCLE G2 M PHASE TRANSITION,0.0071194,0.22516,0.16459,1,1
SCLC-P,GO GLYCEROLIPID METABOLIC PROCESS,0.0024588,0.19317,0.16249,1,1
SCLC-P,GO REGULATION OF TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER,0.0037806,0.1478,0.16104,1,1
SCLC-P,GO RIBONUCLEOSIDE METABOLIC PROCESS,0.013344,0.19227,0.16034,1,1
SCLC-P,GO DNA GEOMETRIC CHANGE,0.00079804,0.13818,0.16033,1,1
SCLC-P,GO NUCLEOTIDE BINDING DOMAIN LEUCINE RICH REPEAT CONTAINING RECEPTOR SIGNALING PATHWAY,0.01918,0.20805,0.15964,1,1
SCLC-P,GO MONOSACCHARIDE BIOSYNTHETIC PROCESS,0.0079288,0.1794,0.15869,1,1
SCLC-P,GO POSITIVE REGULATION OF DEFENSE RESPONSE,0.015767,0.21402,0.15649,1,1
SCLC-P,GO FATTY ACID METABOLIC PROCESS,0.0174,0.19855,0.15611,1,1
SCLC-P,GO REGULATION OF PHOSPHOLIPID METABOLIC PROCESS,0.0129,0.16671,0.15559,1,1
SCLC-P,GO NEGATIVE REGULATION OF HISTONE MODIFICATION,0.0073805,0.15682,0.15358,1,1
SCLC-P,GO PRODUCTION OF SMALL RNA INVOLVED IN GENE SILENCING BY RNA,0.01427,0.18705,0.15328,1,1
SCLC-P,GO ALPHA AMINO ACID METABOLIC PROCESS,0.011255,0.16616,0.15307,1,1
SCLC-P,GO MRNA 3 END PROCESSING,0.0027694,0.13052,0.15128,1,1
SCLC-P,GO FATTY ACID TRANSPORT,0.015767,0.17033,0.15093,1,1
SCLC-P,GO LIPID BIOSYNTHETIC PROCESS,0.010146,0.18979,0.14982,1,1
SCLC-P,GO RESPONSE TO TOXIC SUBSTANCE,0.0129,0.14262,0.14982,1,1
SCLC-P,GO RNA PROCESSING,0.0027694,0.15636,0.14948,1,1
SCLC-P,GO POSITIVE REGULATION OF IMMUNE RESPONSE,0.013344,0.1624,0.147,1,1
SCLC-P,GO INTERFERON GAMMA PRODUCTION,0.024724,0.17452,0.1463,1,1
SCLC-P,GO REGULATION OF DIGESTIVE SYSTEM PROCESS,0.015767,0.19383,0.14565,1,1
SCLC-P,GO MEGAKARYOCYTE DIFFERENTIATION,0.0039282,0.13506,0.14426,1,1
SCLC-P,GO MRNA EXPORT FROM NUCLEUS,0.0085133,0.11273,0.14387,1,1
SCLC-P,GO MRNA METABOLIC PROCESS,0.0021804,0.14185,0.14364,1,1
SCLC-P,GO GENERATION OF PRECURSOR METABOLITES AND ENERGY,0.01427,0.14113,0.14213,1,1
SCLC-P,GO GLYCEROPHOSPHOLIPID METABOLIC PROCESS,0.005311,0.17822,0.14209,1,1
SCLC-P,GO PROTEIN SUMOYLATION,0.0011741,0.14775,0.14108,1,1
SCLC-P,GO ENDOPLASMIC RETICULUM CALCIUM ION HOMEOSTASIS,0.01857,0.18799,0.13953,1,1
SCLC-P,GO DIGESTION,0.024724,0.16373,0.1393,1,1
SCLC-P,GO CELLULAR KETONE METABOLIC PROCESS,0.027136,0.21959,0.13902,1,1
SCLC-P,GO MITOCHONDRIAL TRANSPORT,0.0066217,0.14756,0.13888,1,1
SCLC-P,GO ORGANOPHOSPHATE BIOSYNTHETIC PROCESS,0.01684,0.13541,0.13886,1,1
SCLC-P,GO OXIDATION REDUCTION PROCESS,0.020453,0.15227,0.13855,1,1
SCLC-P,GO NEGATIVE REGULATION OF RESPONSE TO DNA DAMAGE STIMULUS,0.027136,0.11623,0.13821,1,1
SCLC-P,GO TRANSCRIPTION PREINITIATION COMPLEX ASSEMBLY,0.0094624,0.10908,0.13773,1,1
SCLC-P,GO POSITIVE REGULATION OF PROTEIN POLYMERIZATION,0.027983,0.19679,0.13763,1,1
SCLC-P,GO MRNA CLEAVAGE INVOLVED IN MRNA PROCESSING,0.0085133,0.15019,0.13723,1,1
SCLC-P,GO ORGANIC ACID BIOSYNTHETIC PROCESS,0.023963,0.15719,0.13375,1,1
SCLC-P,GO REGULATION OF TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER,0.019808,0.15395,0.13337,1,1
SCLC-P,GO ACTIN POLYMERIZATION OR DEPOLYMERIZATION,0.017977,0.15563,0.13335,1,1
SCLC-P,GO POSITIVE REGULATION OF INTERFERON GAMMA PRODUCTION,0.023963,0.16638,0.13318,1,1
SCLC-P,GO REGULATION OF PROTEIN TARGETING TO MITOCHONDRION,0.0129,0.16697,0.13271,1,1
SCLC-P,GO REGULATION OF GENE EXPRESSION EPIGENETIC,0.0011741,0.12682,0.13244,1,1
SCLC-P,GO NEGATIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL,0.025507,0.16138,0.13168,1,1
SCLC-P,GO PHOSPHOLIPID METABOLIC PROCESS,0.010505,0.15562,0.13018,1,1
SCLC-P,GO MRNA TRANSPORT,0.011648,0.11104,0.12986,1,1
SCLC-P,GO NEGATIVE REGULATION OF NF KAPPAB TRANSCRIPTION FACTOR ACTIVITY,0.0094624,0.14448,0.1298,1,1
SCLC-P,GO TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER,0.0049293,0.13645,0.12751,1,1
SCLC-P,GO CELLULAR LIPID METABOLIC PROCESS,0.025507,0.17616,0.1259,1,1
SCLC-P,GO REGULATION OF HISTONE UBIQUITINATION,0.0097991,0.13775,0.12524,1,1
SCLC-P,GO GENE SILENCING,0.0012773,0.13021,0.12496,1,1
SCLC-P,GO NEGATIVE REGULATION OF CELLULAR CATABOLIC PROCESS,0.0010786,0.12085,0.12429,1,1
SCLC-P,GO REGULATION OF MRNA METABOLIC PROCESS,0.0036381,0.10871,0.12346,1,1
SCLC-P,GO PROTEIN TRANSMEMBRANE TRANSPORT,0.010146,0.11437,0.12336,1,1
SCLC-P,GO RETROGRADE VESICLE MEDIATED TRANSPORT GOLGI TO ENDOPLASMIC RETICULUM,0.023222,0.16022,0.12292,1,1
SCLC-P,GO RNA SPLICING,0.0071194,0.13108,0.12277,1,1
SCLC-P,GO NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY,0.021799,0.11899,0.12146,1,1
SCLC-P,GO TELOMERE ORGANIZATION,0.017977,0.12963,0.12113,1,1
SCLC-P,GO SMALL MOLECULE BIOSYNTHETIC PROCESS,0.029747,0.13044,0.11913,1,1
SCLC-P,GO PROTEIN LOCALIZATION TO MITOCHONDRION,0.015254,0.10337,0.11814,1,1
SCLC-P,GO MRNA PROCESSING,0.0063849,0.12732,0.11582,1,1
SCLC-P,GO NUCLEAR TRANSCRIBED MRNA POLY A TAIL SHORTENING,0.023222,0.13378,0.11501,1,1
SCLC-P,GO CHROMATIN REMODELING,0.0045725,0.089255,0.11414,1,1
SCLC-P,GO COPII COATED VESICLE BUDDING,0.019808,0.15104,0.11398,1,1
SCLC-P,GO RNA SPLICING VIA TRANSESTERIFICATION REACTIONS,0.0174,0.13058,0.11397,1,1
SCLC-P,GO GOLGI VESICLE BUDDING,0.017977,0.17081,0.11331,1,1
SCLC-P,GO MONOSACCHARIDE METABOLIC PROCESS,0.014755,0.13031,0.11323,1,1
SCLC-P,GO PROTEIN MODIFICATION BY SMALL PROTEIN REMOVAL,0.0036381,0.12004,0.11275,1,1
SCLC-P,GO NEGATIVE REGULATION OF CELL CYCLE PHASE TRANSITION,0.014755,0.13832,0.10944,1,1
SCLC-P,GO REGULATION OF PROTEIN ACETYLATION,0.012053,0.11335,0.10858,1,1
SCLC-P,GO ORGANELLE INHERITANCE,0.02631,0.12536,0.10777,1,1
SCLC-P,GO POSITIVE REGULATION OF INTRACELLULAR PROTEIN TRANSPORT,0.011255,0.11979,0.10494,1,1
SCLC-P,GO NEGATIVE REGULATION OF CHROMOSOME ORGANIZATION,0.013344,0.10732,0.10347,1,1
SCLC-P,GO DNA MODIFICATION,0.0079288,0.084066,0.09804,1,1
SCLC-P,GO CELL CYCLE G1 S PHASE TRANSITION,0.010874,0.1204,0.092902,1,1
SCLC-P,GO DNA CONFORMATION CHANGE,0.010146,0.092725,0.09002,1,1
SCLC-P,GO DOUBLE STRAND BREAK REPAIR,0.027983,0.074366,0.079573,1,1
SCLC-P,GO REGULATION OF CHROMOSOME ORGANIZATION,0.0042393,0.077602,0.076262,1,1
SCLC-P,GO DNA REPAIR,0.0174,0.053173,0.066964,1,1
SCLC-Y,GO MEMBRANE RAFT ASSEMBLY,8.44E-05,2.5924,2.2935,1,1
SCLC-Y,GO BLEB ASSEMBLY,0.0001525,1.8095,1.652,1,1
SCLC-Y,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN,0.00069995,1.8651,1.6162,1,1
SCLC-Y,GO RESPONSE TO INTERFERON ALPHA,0.00014528,1.6755,1.4831,1,1
SCLC-Y,GO REGULATION OF TAU PROTEIN KINASE ACTIVITY,0.00023453,1.4881,1.4512,1,1
SCLC-Y,GO REGULATION OF T HELPER 2 CELL DIFFERENTIATION,5.08E-05,1.2854,1.3777,1,1
SCLC-Y,GO NEGATIVE REGULATION OF VIRAL ENTRY INTO HOST CELL,8.03E-05,1.4498,1.377,1,1
SCLC-Y,GO MEMBRANE RAFT ORGANIZATION,6.24E-05,1.4236,1.3724,1,1
SCLC-Y,GO NEUTROPHIL HOMEOSTASIS,4.58E-05,1.3422,1.3629,1,1
SCLC-Y,GO T HELPER 2 CELL DIFFERENTIATION,5.35E-05,1.3784,1.3531,1,1
SCLC-Y,GO NEGATIVE REGULATION OF PROTEIN AUTOPHOSPHORYLATION,4.58E-05,1.3275,1.3414,1,1
SCLC-Y,GO HYALURONAN CATABOLIC PROCESS,5.35E-05,1.5397,1.3309,1,1
SCLC-Y,GO NEGATIVE REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION,0.0017084,1.5211,1.3279,1,1
SCLC-Y,GO POSITIVE REGULATION BY SYMBIONT OF ENTRY INTO HOST,0.00032527,1.5745,1.2828,1,1
SCLC-Y,GO MODULATION BY SYMBIONT OF ENTRY INTO HOST,5.93E-05,1.4517,1.279,1,1
SCLC-Y,GO RESPONSE TO INTERFERON BETA,0.00017625,1.4894,1.2687,1,1
SCLC-Y,GO REGULATION OF PLASMINOGEN ACTIVATION,0.00040918,1.4655,1.261,1,1
SCLC-Y,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN,0.0012773,1.4343,1.2324,1,1
SCLC-Y,GO REGULATION OF VIRAL ENTRY INTO HOST CELL,8.44E-05,1.4262,1.2207,1,1
SCLC-Y,GO POSITIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,5.08E-05,1.2126,1.2126,1,1
SCLC-Y,GO MULTI ORGANISM CELLULAR PROCESS,6.56E-05,1.32,1.2086,1,1
SCLC-Y,GO ENDODERMAL CELL DIFFERENTIATION,5.93E-05,1.0905,1.186,1,1
SCLC-Y,GO FIBRINOLYSIS,0.00010305,1.3132,1.1685,1,1
SCLC-Y,GO INFLAMMATORY RESPONSE TO WOUNDING,0.00018491,1.1473,1.1521,1,1
SCLC-Y,GO REGULATION OF PHOSPHOLIPASE A2 ACTIVITY,8.44E-05,1.144,1.1439,1,1
SCLC-Y,GO TROPHOBLAST CELL MIGRATION,0.00010828,1.2792,1.1271,1,1
SCLC-Y,GO PYRIMIDINE RIBONUCLEOSIDE METABOLIC PROCESS,8.03E-05,1.2685,1.1258,1,1
SCLC-Y,GO GLYCOPROTEIN CATABOLIC PROCESS,5.35E-05,1.1331,1.0905,1,1
SCLC-Y,GO ZYMOGEN INHIBITION,0.00011376,1.1273,1.0794,1,1
SCLC-Y,GO WOUND HEALING SPREADING OF EPIDERMAL CELLS,0.00011376,1.2401,1.0649,1,1
SCLC-Y,GO HEMIDESMOSOME ASSEMBLY,0.00039093,0.97186,1.0607,1,1
SCLC-Y,GO TRAIL ACTIVATED APOPTOTIC SIGNALING PATHWAY,0.00034064,1.1932,1.0554,1,1
SCLC-Y,GO ENDODERM FORMATION,5.93E-05,0.9752,1.0473,1,1
SCLC-Y,GO REGULATION OF METANEPHROS DEVELOPMENT,0.00010305,1.0483,1.046,1,1
SCLC-Y,GO COLLAGEN BIOSYNTHETIC PROCESS,5.63E-05,0.92582,1.0459,1,1
SCLC-Y,GO INTERLEUKIN 27 MEDIATED SIGNALING PATHWAY,0.0001255,1.119,1.0328,1,1
SCLC-Y,GO RENAL SYSTEM VASCULATURE DEVELOPMENT,7.64E-05,0.96717,1.0243,1,1
SCLC-Y,GO CD40 SIGNALING PATHWAY,4.83E-05,1.0677,1.0204,1,1
SCLC-Y,GO GLOMERULAR EPITHELIAL CELL DEVELOPMENT,7.26E-05,0.99055,1.0185,1,1
SCLC-Y,GO NEGATIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY,0.00094871,0.99887,1.018,1,1
SCLC-Y,GO PYRIMIDINE NUCLEOSIDE CATABOLIC PROCESS,3.92E-05,1.0411,1.0094,1,1
SCLC-Y,GO REGULATION OF EXTRACELLULAR MATRIX DISASSEMBLY,0.00025768,0.90442,1.0014,1,1
SCLC-Y,GO NEGATIVE REGULATION OF PATHWAY RESTRICTED SMAD PROTEIN PHOSPHORYLATION,0.0017084,0.96491,0.99984,1,1
SCLC-Y,GO NEGATIVE REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY,0.0011741,1.0948,0.98804,1,1
SCLC-Y,GO POSITIVE REGULATION OF MEMBRANE PROTEIN ECTODOMAIN PROTEOLYSIS,8.44E-05,0.94705,0.9821,1,1
SCLC-Y,GO POSITIVE REGULATION OF PRODUCTION OF MIRNAS INVOLVED IN GENE SILENCING BY MIRNA,0.00019396,1.0269,0.97969,1,1
SCLC-Y,GO POSITIVE REGULATION OF INTERLEUKIN 13 PRODUCTION,0.00016797,1.102,0.97849,1,1
SCLC-Y,GO ANTIGEN PROCESSING AND PRESENTATION VIA MHC CLASS IB,0.00094871,1.0108,0.97657,1,1
SCLC-Y,GO NEGATIVE REGULATION OF NITRIC OXIDE METABOLIC PROCESS,5.93E-05,0.97221,0.97595,1,1
SCLC-Y,GO DICHOTOMOUS SUBDIVISION OF AN EPITHELIAL TERMINAL UNIT,0.00029645,0.97252,0.96951,1,1
SCLC-Y,GO EPIBOLY,0.0002237,1.2934,0.96696,1,1
SCLC-Y,GO CHEMOKINE BIOSYNTHETIC PROCESS,0.00016797,0.83731,0.96249,1,1
SCLC-Y,GO REGULATION OF INTEGRIN MEDIATED SIGNALING PATHWAY,0.00056099,0.66173,0.96094,1,1
SCLC-Y,GO APOPTOTIC CELL CLEARANCE,6.56E-05,0.99701,0.95927,1,1
SCLC-Y,GO CELL CELL ADHESION MEDIATED BY INTEGRIN,0.00011376,0.95767,0.95712,1,1
SCLC-Y,GO NEGATIVE REGULATION OF NECROTIC CELL DEATH,0.00023453,1.0002,0.95428,1,1
SCLC-Y,GO REGULATION OF PINOCYTOSIS,8.03E-05,1.1266,0.95382,1,1
SCLC-Y,GO SKIN MORPHOGENESIS,0.00042822,0.84374,0.95062,1,1
SCLC-Y,GO GLOMERULAR MESANGIUM DEVELOPMENT,9.81E-05,0.98832,0.94644,1,1
SCLC-Y,GO T HELPER 1 CELL DIFFERENTIATION,8.88E-05,1.0586,0.9464,1,1
SCLC-Y,GO NEGATIVE REGULATION OF SINGLE STRANDED VIRAL RNA REPLICATION VIA DOUBLE STRANDED DNA INTERMEDIATE,0.00039093,1.1739,0.94452,1,1
SCLC-Y,GO REGULATION OF FIBRINOLYSIS,0.00028296,1.0778,0.93846,1,1
SCLC-Y,GO NEGATIVE REGULATION OF CELL KILLING,0.0009903,0.92777,0.93093,1,1
SCLC-Y,GO NEGATIVE REGULATION OF MULTI ORGANISM PROCESS,9.81E-05,0.93354,0.92434,1,1
SCLC-Y,GO POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION,4.13E-05,0.91301,0.92367,1,1
SCLC-Y,GO CHAPERONE MEDIATED AUTOPHAGY,5.35E-05,0.96247,0.92304,1,1
SCLC-Y,GO NEGATIVE REGULATION OF INTERLEUKIN 8 PRODUCTION,8.03E-05,0.953,0.92134,1,1
SCLC-Y,GO GLOMERULAR MESANGIAL CELL PROLIFERATION,0.00017625,0.86582,0.92094,1,1
SCLC-Y,GO REGULATION OF T HELPER 1 TYPE IMMUNE RESPONSE,9.33E-05,0.89838,0.91558,1,1
SCLC-Y,GO POSITIVE REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION,0.00042822,1.0511,0.90788,1,1
SCLC-Y,GO NEGATIVE REGULATION OF COAGULATION,7.64E-05,1.0006,0.90581,1,1
SCLC-Y,GO NEGATIVE REGULATION OF VIRAL GENOME REPLICATION,0.00031055,1.1404,0.90456,1,1
SCLC-Y,GO REGULATION OF TYPE 2 IMMUNE RESPONSE,9.33E-05,1.008,0.90174,1,1
SCLC-Y,GO INFLAMMATORY CELL APOPTOTIC PROCESS,6.56E-05,0.87293,0.90074,1,1
SCLC-Y,GO REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY,0.0039282,1.0654,0.90004,1,1
SCLC-Y,GO REGULATION OF PROGRAMMED NECROTIC CELL DEATH,0.00013838,0.84589,0.89769,1,1
SCLC-Y,GO NEGATIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE,6.90E-05,0.85917,0.89496,1,1
SCLC-Y,GO POSITIVE REGULATION OF COLLAGEN METABOLIC PROCESS,8.03E-05,0.88629,0.8921,1,1
SCLC-Y,GO EXTRACELLULAR MATRIX CONSTITUENT SECRETION,0.0055117,1.3957,0.88721,1,1
SCLC-Y,GO POSITIVE REGULATION OF CHEMOKINE BIOSYNTHETIC PROCESS,0.00027004,0.85151,0.88379,1,1
SCLC-Y,GO POSITIVE REGULATION OF MACROPHAGE DIFFERENTIATION,0.00034064,1.0858,0.88321,1,1
SCLC-Y,GO PINOCYTOSIS,0.00013179,1.1196,0.88113,1,1
SCLC-Y,GO POSITIVE REGULATION OF INTERLEUKIN 17 PRODUCTION,9.33E-05,0.80016,0.87634,1,1
SCLC-Y,GO REGULATION OF MEMBRANE PROTEIN ECTODOMAIN PROTEOLYSIS,0.00014528,0.97139,0.87311,1,1
SCLC-Y,GO PLASMINOGEN ACTIVATION,0.0011741,0.98017,0.87137,1,1
SCLC-Y,GO BRANCHING INVOLVED IN SALIVARY GLAND MORPHOGENESIS,0.00011376,0.85262,0.87132,1,1
SCLC-Y,GO BASEMENT MEMBRANE ORGANIZATION,0.00018491,0.71496,0.86852,1,1
SCLC-Y,GO NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS,9.81E-05,0.91385,0.86735,1,1
SCLC-Y,GO REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,5.93E-05,0.7541,0.85894,1,1
SCLC-Y,GO NEGATIVE REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN,0.00024585,0.92276,0.85794,1,1
SCLC-Y,GO REGULATION OF COLLAGEN METABOLIC PROCESS,9.81E-05,0.77807,0.85357,1,1
SCLC-Y,GO T CELL EXTRAVASATION,0.00040918,0.8887,0.85155,1,1
SCLC-Y,GO CELLULAR RESPONSE TO EXOGENOUS DSRNA,6.24E-05,0.96274,0.84669,1,1
SCLC-Y,GO POSITIVE REGULATION OF PHAGOCYTOSIS ENGULFMENT,0.00035669,0.85439,0.84345,1,1
SCLC-Y,GO RESPONSE TO TYPE I INTERFERON,0.00073133,0.96119,0.84145,1,1
SCLC-Y,GO NEGATIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,6.24E-05,0.78111,0.84018,1,1
SCLC-Y,GO CHRONIC INFLAMMATORY RESPONSE,0.00010305,0.85987,0.84013,1,1
SCLC-Y,GO POSITIVE REGULATION BY HOST OF VIRAL PROCESS,6.90E-05,0.88033,0.83782,1,1
SCLC-Y,GO NEGATIVE REGULATION OF PROTEIN MATURATION,0.00013179,1.0827,0.83533,1,1
SCLC-Y,GO POSITIVE REGULATION OF T HELPER 1 TYPE IMMUNE RESPONSE,0.0001525,0.87738,0.83305,1,1
SCLC-Y,GO NEGATIVE REGULATION OF T HELPER CELL DIFFERENTIATION,0.00011376,0.84731,0.83195,1,1
SCLC-Y,GO TOLL LIKE RECEPTOR 3 SIGNALING PATHWAY,0.00032527,0.9973,0.82842,1,1
SCLC-Y,GO ANGIOTENSIN ACTIVATED SIGNALING PATHWAY,8.03E-05,0.70322,0.82468,1,1
SCLC-Y,GO RIBONUCLEOSIDE CATABOLIC PROCESS,0.00011376,0.8978,0.82274,1,1
SCLC-Y,GO COLLAGEN METABOLIC PROCESS,5.35E-05,0.75044,0.82088,1,1
SCLC-Y,GO METANEPHRIC NEPHRON EPITHELIUM DEVELOPMENT,0.0002237,0.90359,0.81639,1,1
SCLC-Y,GO COLLAGEN CATABOLIC PROCESS,5.35E-05,0.92799,0.81471,1,1
SCLC-Y,GO REGULATION OF CELL CELL ADHESION MEDIATED BY INTEGRIN,0.00049043,0.85608,0.81388,1,1
SCLC-Y,GO REGULATION OF MACROPHAGE DIFFERENTIATION,0.0002237,0.84349,0.81371,1,1
SCLC-Y,GO CELLULAR COPPER ION HOMEOSTASIS,8.88E-05,0.83056,0.81228,1,1
SCLC-Y,GO NEGATIVE REGULATION OF VIRAL LIFE CYCLE,0.0002237,0.92807,0.81185,1,1
SCLC-Y,GO RESPONSE TO MURAMYL DIPEPTIDE,5.63E-05,0.85744,0.80823,1,1
SCLC-Y,GO ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I,0.00014528,0.92226,0.80719,1,1
SCLC-Y,GO REGULATION OF MYOBLAST FUSION,0.00023453,0.67256,0.80627,1,1
SCLC-Y,GO REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION,0.00058654,1.0321,0.80513,1,1
SCLC-Y,GO VAGINA DEVELOPMENT,0.00020344,0.72303,0.80446,1,1
SCLC-Y,GO NEGATIVE REGULATION OF CELLULAR SENESCENCE,5.63E-05,0.80127,0.80361,1,1
SCLC-Y,GO TYPE 2 IMMUNE RESPONSE,9.33E-05,0.90611,0.80152,1,1
SCLC-Y,GO POSITIVE REGULATION OF METANEPHROS DEVELOPMENT,0.0027694,0.66858,0.79908,1,1
SCLC-Y,GO NEGATIVE REGULATION OF BIOMINERALIZATION,8.03E-05,0.51777,0.79503,1,1
SCLC-Y,GO NUCLEOSIDE CATABOLIC PROCESS,4.83E-05,0.79125,0.79484,1,1
SCLC-Y,GO REGULATION OF CELL PROLIFERATION INVOLVED IN KIDNEY DEVELOPMENT,0.0009903,0.85921,0.79355,1,1
SCLC-Y,GO PYRIMIDINE NUCLEOSIDE BIOSYNTHETIC PROCESS,4.35E-05,0.83272,0.79253,1,1
SCLC-Y,GO ENDODERM DEVELOPMENT,0.00010828,0.77482,0.7914,1,1
SCLC-Y,GO NEGATIVE REGULATION OF CD4 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,0.00016797,0.81584,0.79093,1,1
SCLC-Y,GO INTERLEUKIN 35 MEDIATED SIGNALING PATHWAY,0.00034064,0.86409,0.78027,1,1
SCLC-Y,GO EXTRACELLULAR MATRIX DISASSEMBLY,6.56E-05,0.6438,0.77874,1,1
SCLC-Y,GO MODULATION BY HOST OF VIRAL PROCESS,0.00013838,0.83903,0.77751,1,1
SCLC-Y,GO CELLULAR RESPONSE TO OXIDISED LOW DENSITY LIPOPROTEIN PARTICLE STIMULUS,0.0051169,0.8478,0.77531,1,1
SCLC-Y,GO PYRIMIDINE NUCLEOSIDE METABOLIC PROCESS,3.92E-05,0.7808,0.76899,1,1
SCLC-Y,GO GAP JUNCTION ASSEMBLY,0.00016006,0.80756,0.76637,1,1
SCLC-Y,GO ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I,0.00016006,0.90231,0.75749,1,1
SCLC-Y,GO NEGATIVE REGULATION OF CELL AGING,4.13E-05,0.75383,0.74928,1,1
SCLC-Y,GO NUCLEOSIDE SALVAGE,0.00040918,0.87396,0.74722,1,1
SCLC-Y,GO CELLULAR RESPONSE TO DSRNA,6.56E-05,0.83951,0.74654,1,1
SCLC-Y,GO POSITIVE REGULATION OF POSTTRANSCRIPTIONAL GENE SILENCING,0.00016797,0.86519,0.74483,1,1
SCLC-Y,GO ENTRY INTO HOST,0.00011949,0.91146,0.74356,1,1
SCLC-Y,GO POSITIVE REGULATION OF TUMOR NECROSIS FACTOR MEDIATED SIGNALING PATHWAY,0.0027694,0.83513,0.74168,1,1
SCLC-Y,GO DNA DEAMINATION,0.00042822,0.83587,0.74129,1,1
SCLC-Y,GO METANEPHRIC GLOMERULUS DEVELOPMENT,0.00079804,0.74645,0.73942,1,1
SCLC-Y,GO METANEPHRIC EPITHELIUM DEVELOPMENT,0.00016006,0.81259,0.73881,1,1
SCLC-Y,GO REGULATION OF SYNCYTIUM FORMATION BY PLASMA MEMBRANE FUSION,0.00014528,0.70663,0.73833,1,1
SCLC-Y,GO SINGLE STRANDED VIRAL RNA REPLICATION VIA DOUBLE STRANDED DNA INTERMEDIATE,0.00032527,0.90151,0.73726,1,1
SCLC-Y,GO VASCULOGENESIS,4.58E-05,0.79137,0.73246,1,1
